ApparentPower,ReactivePower,HarmonicDistortionPower,TotalPowerFactor,CoefficientReal3H,CoefficientReal5H,CoefficientReal7H,CoefficientReal9H,CoefficientReal70Hz,PhaseShift
4077.691241779021,50.203145726984346,95.1847195788073,0.9643455434251168,1.7814500649973104,1.3138206780447836,0.6044479973907835,0.3274764314715244,0.04915594185875071,9.000000000001007
4080.978061578063,12.580293406268805,94.62060789388,0.9737315663836978,1.8293838428629787,1.1006740301397842,0.47259747829514104,0.35406695691369544,0.034826043361344684,4.499999999999504
4073.745783414245,12.557998706340575,99.54104767625988,0.972482562157168,1.8117433078849543,1.3981312092896132,0.6320937111417263,0.3159036330507313,0.036327301700280513,4.499999999999504
4066.320156765809,12.535107977561061,97.77826444274328,0.9728714493282684,1.763893003521027,1.6027278420419466,0.7075506751626568,0.19322976015169696,0.023104716581281076,4.499999999999504
4066.6754381754427,112.36256607357622,93.01469240354835,0.9494975043867112,1.7292438531658345,1.3429786721999641,0.6695385020398239,0.2426811296373573,0.041836089705844716,13.499999999998511
4071.15556338946,12.550013922446395,101.80744654431776,0.9719103191498888,1.859708100871303,1.2748698365870297,0.5881223427844441,0.3431452183633189,0.01858488659658761,4.499999999999504
4067.703616458933,12.539372722088627,98.88265319401256,0.9726081257579191,1.8033215391181296,1.5398911210913568,0.60027282526188,0.205718576554006,0.039661749232196286,4.499999999999504
4071.8783004320453,12.552241879547395,95.9014913628569,0.9733651830333688,1.8135398980392825,1.389347565879969,0.5657185969644353,0.2730378057884251,0.030218820209380326,4.499999999999504
4070.908758789984,12.54925310623308,95.25624158703906,0.9735180764097214,1.754513438824867,1.6105177664576544,0.6248023640963826,0.15114599005656126,0.03884875507428232,4.499999999999504
4087.305992705242,50.32151926565059,93.50204975292836,0.9648121356034352,1.7557726040878776,1.3794389765136146,0.5998187465456005,0.29395393994641245,0.025087386324284016,9.000000000001007
4072.6877392414895,12.554737109260357,95.92683884364372,0.9733636402055444,1.774140250359885,1.518084315405669,0.6845348163613169,0.23839341860371605,0.04431311456434128,4.499999999999504
4077.8956735759584,12.570791432753309,94.61193228245912,0.9737161682654764,1.8337598107520008,1.2180588194361186,0.5251181769808723,0.3255824843532601,0.028166338699250462,4.499999999999504
4070.881024360181,12.5491676102419,99.94099939787736,0.9723671199588056,1.819202841290518,1.4917471745009474,0.6052754355561089,0.2385572188024165,0.04313822928948072,4.499999999999504
4073.644275525992,12.557685791397637,100.80404651037277,0.9721719117737316,1.8185055873075588,1.492188841555615,0.5934147143481723,0.2469248560512892,0.047538795231559995,4.499999999999504
4081.4737888265668,50.24971515791661,101.89760232280595,0.9627224563104532,1.7655860541596609,1.4766179733722122,0.6827750823125333,0.30302464672682394,0.02884720142878947,9.000000000001007
4083.143569930365,50.27027293414725,98.0694170100347,0.9636702243250508,1.7686865780825758,1.5129322235281748,0.6216210394344055,0.2289927065746317,0.04290842649189122,9.000000000001007
4077.3446873277207,12.56909292603236,92.50511348077606,0.9742297464491104,1.7483845585262392,1.5074622865848133,0.6261614363054528,0.20327219091415666,0.023390530665253036,4.499999999999504
4079.713014827044,12.576393689323424,93.81513323671673,0.9739218110344092,1.7548981843242488,1.4555418415349022,0.6690658199346576,0.277670649871017,0.04141442612338888,4.499999999999504
4080.6760749969667,12.579362482422214,92.91038053857623,0.9741489544667972,1.787957619379663,1.3460656306963616,0.6097436576257013,0.311059694595485,0.02434389547993974,4.499999999999504
4086.711346504578,50.31419818416162,91.31684136663782,0.9653435176741958,1.665896136944078,1.5429512309091062,0.7163578108514357,0.20237403016812253,0.029458132416622405,9.000000000001007
4082.6039720317244,50.2636295886036,92.48793267894304,0.9650341881687571,1.7915043805468045,1.4491091854347478,0.57596558755759,0.22704463804900685,0.0353241022545475,9.000000000001007
4080.8050338904827,12.57976001965307,93.39231046087795,0.9740315772009571,1.8038149367231335,1.2846544803822413,0.5834825248902109,0.3251927517242757,0.03870795533050913,4.499999999999504
4069.7387564689116,12.545646379545753,88.7614322512971,0.9751072280819466,1.7393204301845642,1.5199061860414411,0.6183458598221491,0.1800327978994482,0.04014993460741799,4.499999999999504
4083.0847316157756,12.586787566929493,92.33681522783884,0.9743028593106744,1.7746690960753613,1.3243652318758463,0.6623659156577978,0.3267618032488372,0.030337821391686056,4.499999999999504
4081.10682753122,50.245197255433524,86.56011840004466,0.9664783791660176,1.707974716803045,1.5260285927196169,0.5901540911748535,0.15966968708728338,0.0548735974830343,9.000000000001007
4079.398524790105,12.575424221495288,93.69534249033572,0.9739494030637031,1.7900909007760701,1.343607138282709,0.6348888681521546,0.3146256086916244,0.03123651652065103,4.499999999999504
4081.0488307559913,50.24448321889032,94.46235452068396,0.9645417529314962,1.7359481859232881,1.588645737148001,0.6487294512569319,0.17347910546261172,0.035535960650016844,9.000000000001007
4079.019496810535,12.574255804728464,93.2024030389062,0.97406811638769,1.7540698006537063,1.5149834609210024,0.5886838585775863,0.20269839378113444,0.026200783932138517,4.499999999999504
4077.019704575204,12.56809111266386,95.43698901483849,0.9735088157640496,1.7948750727764815,1.3804706370043511,0.6396659085447779,0.3031919204873371,0.03287517180814308,4.499999999999504
4072.643224466124,12.554599885063968,92.6706011661199,0.9741629219031388,1.7543442544409038,1.5881703804175638,0.6314956351631915,0.14712452296802525,0.04271143508763853,4.499999999999504
4089.4329692995534,50.34770587704188,94.64289808714321,0.964545059167697,1.7384333349609562,1.4126773868620426,0.6571799142910996,0.28872465385135065,0.0228248723328536,9.000000000001007
4098.963069138554,12.63573518238496,90.38778326687464,0.9748659559231132,1.7864785893369424,1.1798600430706865,0.5098657524248894,0.3294445011663368,0.04966780238261389,4.499999999999504
4091.6354754234308,50.37482238227618,90.10386535482391,0.9656668614345312,1.750262962974753,1.3650331506927629,0.5786019383433192,0.2719501349176171,0.026469089675378338,9.000000000001007
4077.9074801717657,112.6729082880312,82.55053822997412,0.9521265630799004,1.640319602018622,1.385904201606436,0.6216653744272224,0.19505180857440446,0.03528731884025155,13.499999999998511
4085.8148601884254,12.595203642184625,90.75760347524641,0.9747044810756148,1.7961751397580843,1.1265577716309632,0.576782948911856,0.35548644791496736,0.04536990828200844,4.499999999999504
4084.840976975026,12.592201485254805,86.09426998922078,0.9758408045672424,1.7645543273521316,1.244712270383154,0.531013025513141,0.2866983218728885,0.033736961716040015,4.499999999999504
4061.848664900093,112.229201943756,75.39138726605458,0.9538090646185052,1.5705777919389718,1.1856964141779762,0.540310269023571,0.32910865350212337,0.03285715778392058,13.499999999998511
4094.445348450805,50.409416581960116,84.88883450936504,0.966955658318283,1.7082836337482927,1.1301330727487695,0.5903117125614477,0.3655051964151907,0.03316340829636945,9.000000000001007
4100.332856009338,50.48190156976435,82.23472215692594,0.9676327194919836,1.7103840520109888,0.9845364950395742,0.5291153236366403,0.3685294061588295,0.049588117382519184,9.000000000001007
4076.250108425664,12.56571870457456,85.06114341467764,0.9760498351370892,1.7622867773668656,1.3218616045775733,0.5969465031900241,0.2551871651998398,0.04547010863635808,4.499999999999504
4091.016224786155,50.3671983793438,83.89070396680295,0.9671822610888899,1.7486805746198264,1.1791002472906116,0.5425605855237363,0.32076727148084955,0.02531570882488131,9.000000000001007
4087.1849282893786,12.599427104902745,85.97374623192994,0.9758823799102996,1.8036128446948403,1.0225565379378267,0.5072830225430432,0.36031263047065776,0.051225714514348084,4.499999999999504
4078.324270065697,12.572112652694322,87.19530180004354,0.9755371550062814,1.7733770480414628,1.3482537691606653,0.615354861055021,0.28440594048762474,0.02292143679999097,4.499999999999504
4096.168195611333,50.430627689407174,79.03339351650564,0.9683938708023216,1.7201452381105928,1.1112332724838925,0.5202349495513047,0.3232991633698738,0.03179117801308124,9.000000000001007
